ORDER ID,ORDER DATE,ITEM NUMBER,PRODUCT LINE,PRODUCT CODE,ITEM QUANTITY,ITEM PRICE,STATUS,CUSTOMER NAME,ADDRESS,CITY,STATE,POSTAL CODE,COUNTRY
10171,11/5/2019,1,Classic Cars,S18_1984,35,100,Shipped,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada
10181,11/12/2019,5,Classic Cars,S18_1984,21,100,Shipped,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway
10192,11/20/2019,10,Classic Cars,S18_1984,47,100,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,62005,USA
10204,12/2/2019,16,Classic Cars,S18_1984,38,100,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,NY,10022,USA
10212,1/16/2020,9,Classic Cars,S18_1984,41,100,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10226,2/26/2020,7,Classic Cars,S18_1984,24,100,Shipped,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,91217,USA
10240,4/13/2020,2,Classic Cars,S18_1984,37,100,Shipped,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan
10253,6/1/2020,4,Classic Cars,S18_1984,33,100,Cancelled,"UK Collectables, Ltd.",Berkeley Gardens 12 Brewery,Liverpool,,WX1 6LT,UK
10266,7/6/2020,5,Classic Cars,S18_1984,49,100,Shipped,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10278,8/6/2020,5,Classic Cars,S18_1984,29,100,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,83030,USA
10287,8/30/2020,3,Classic Cars,S18_1984,24,100,Shipped,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,,1203,Switzerland
10301,10/5/2019,7,Classic Cars,S18_1984,47,100,Shipped,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway
10310,10/16/2020,1,Classic Cars,S18_1984,24,100,Shipped,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,,50739,Germany
10321,11/4/2020,9,Classic Cars,S18_1984,25,100,Shipped,FunGiftIdeas.com,1785 First Street,New Bedford,MA,50553,USA
10331,11/17/2020,8,Classic Cars,S18_1984,30,32.47,Shipped,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,PA,71270,USA
10342,11/24/2020,3,Classic Cars,S18_1984,22,100,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia
10356,12/9/2020,2,Classic Cars,S18_1984,27,64.69,Shipped,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,75508,France
10366,1/10/2021,3,Classic Cars,S18_1984,34,100,Shipped,Royale Belge,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10377,2/9/2021,6,Classic Cars,S18_1984,36,100,Shipped,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,21240,Finland
10390,3/4/2021,15,Classic Cars,S18_1984,34,43.05,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10406,4/15/2021,2,Classic Cars,S18_1984,48,100,Disputed,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,1734,Denmark
10419,5/17/2021,4,Classic Cars,S18_1984,34,100,Shipped,Salzburg Collectables,Geislweg 14,Salzburg,,5020,Austria
10104,1/31/2019,8,Classic Cars,S18_2238,24,100,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10115,4/4/2019,4,Classic Cars,S18_2238,46,100,Shipped,Classic Legends Inc.,5905 Pompton St.,NYC,NY,10022,USA
10127,6/3/2019,10,Classic Cars,S18_2238,45,100,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,NY,10022,USA
10141,8/1/2019,4,Classic Cars,S18_2238,39,100,Shipped,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland
10151,9/21/2019,2,Classic Cars,S18_2238,43,100,Shipped,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,90110,Finland
10165,10/22/2019,11,Classic Cars,S18_2238,29,100,Shipped,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore
10176,11/6/2019,10,Classic Cars,S18_2238,20,100,Shipped,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10184,11/14/2019,5,Classic Cars,S18_2238,46,100,Shipped,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,,41101,Spain
10195,11/25/2019,5,Classic Cars,S18_2238,27,100,Shipped,Mini Classics,3758 North Pendale Street,White Plains,NY,24067,USA
10207,12/9/2019,6,Classic Cars,S18_2238,44,100,Shipped,Diecast Collectables,6251 Ingle Ln.,Boston,MA,51003,USA
10219,2/10/2020,1,Classic Cars,S18_2238,43,100,Shipped,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,CA,94217,USA
10230,3/15/2020,8,Classic Cars,S18_2238,49,100,Shipped,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,,60528,Germany
10246,5/5/2020,4,Classic Cars,S18_2238,40,100,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10259,6/15/2020,3,Classic Cars,S18_2238,30,100,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore
10271,7/20/2020,4,Classic Cars,S18_2238,50,100,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10282,8/20/2020,13,Classic Cars,S18_2238,23,100,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10292,9/8/2020,7,Classic Cars,S18_2238,26,100,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA
10305,10/13/2020,4,Classic Cars,S18_2238,27,100,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
10314,10/22/2020,13,Classic Cars,S18_2238,42,100,Shipped,Heintze Collectables,Smagsloget 45,Aaarhus,,8200,Denmark
10324,11/5/2020,8,Classic Cars,S18_2238,47,100,Shipped,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,10022,USA
10336,11/20/2020,6,Classic Cars,S18_2238,49,100,Shipped,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,75012,France
10349,12/1/2020,8,Classic Cars,S18_2238,38,100,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,NY,10022,USA
10358,12/10/2020,10,Classic Cars,S18_2238,20,100,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10371,1/23/2021,7,Classic Cars,S18_2238,25,100,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10382,2/17/2021,5,Classic Cars,S18_2238,25,88,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10412,5/3/2021,4,Classic Cars,S18_2238,41,100,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10425,5/31/2021,3,Classic Cars,S18_2238,28,100,In Process,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,44000,France
10100,1/6/2019,2,Vintage Cars,S18_2248,50,67.8,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,62005,USA
10110,3/18/2019,6,Vintage Cars,S18_2248,32,50.25,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,,EC2 5NT,UK
10124,5/21/2019,5,Vintage Cars,S18_2248,42,53.88,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,83030,USA
10149,9/12/2019,10,Vintage Cars,S18_2248,24,62.36,Shipped,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,CA,94217,USA
10162,10/18/2019,8,Vintage Cars,S18_2248,27,69.62,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,,USA
10173,11/5/2019,12,Vintage Cars,S18_2248,26,57.51,Shipped,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10182,11/12/2019,9,Vintage Cars,S18_2248,38,61.15,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10193,11/21/2019,13,Vintage Cars,S18_2248,42,59.33,Shipped,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,3150,Australia
10204,12/2/2019,3,Vintage Cars,S18_2248,23,71.44,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,NY,10022,USA
10214,1/26/2020,6,Vintage Cars,S18_2248,21,62.96,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,28023,Spain
10227,3/2/2020,9,Vintage Cars,S18_2248,28,50.85,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,69004,France
10241,4/13/2020,1,Vintage Cars,S18_2248,33,72.65,Shipped,Mini Caravy,"24, place Kluber",Strasbourg,,67000,France
10280,8/17/2020,15,Vintage Cars,S18_2248,25,62.96,Shipped,Amica Models & Co.,Via Monte Bianco 34,Torino,,10100,Italy
10288,9/1/2020,4,Vintage Cars,S18_2248,28,61.75,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore
10303,10/6/2020,2,Vintage Cars,S18_2248,46,49.04,Shipped,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,,41101,Spain
10312,10/21/2020,16,Vintage Cars,S18_2248,30,61.15,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10332,11/17/2020,9,Vintage Cars,S18_2248,38,84.25,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,,EC2 5NT,UK
10344,11/25/2020,2,Vintage Cars,S18_2248,40,56.91,Shipped,Marseille Mini Autos,"12, rue des Bouchers",Marseille,,13008,France
10367,1/12/2021,4,Vintage Cars,S18_2248,45,100,Resolved,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,90003,USA
10379,2/10/2021,1,Vintage Cars,S18_2248,27,49.3,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10407,4/22/2021,1,Vintage Cars,S18_2248,42,72.65,On Hold,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,94217,USA
10420,5/29/2021,4,Vintage Cars,S18_2248,36,63.57,In Process,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia
10104,1/31/2019,12,Trucks and Buses,S18_2319,29,100,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10114,4/1/2019,3,Trucks and Buses,S18_2319,39,100,Shipped,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,75012,France
10127,6/3/2019,14,Trucks and Buses,S18_2319,45,100,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,NY,10022,USA
10141,8/1/2019,8,Trucks and Buses,S18_2319,47,100,Shipped,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland
10151,9/21/2019,6,Trucks and Buses,S18_2319,49,100,Shipped,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,90110,Finland
10165,10/22/2019,15,Trucks and Buses,S18_2319,46,100,Shipped,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore
10175,11/6/2019,4,Trucks and Buses,S18_2319,48,100,Shipped,"Stylish Desk Decors, Co.",35 King George,London,,WX3 6FW,UK
10184,11/14/2019,9,Trucks and Buses,S18_2319,46,100,Shipped,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,,41101,Spain
10195,11/25/2019,9,Trucks and Buses,S18_2319,35,100,Shipped,Mini Classics,3758 North Pendale Street,White Plains,NY,24067,USA
10207,12/9/2019,10,Trucks and Buses,S18_2319,43,100,Shipped,Diecast Collectables,6251 Ingle Ln.,Boston,MA,51003,USA
10229,3/11/2020,4,Trucks and Buses,S18_2319,26,100,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10246,5/5/2020,8,Trucks and Buses,S18_2319,22,98.18,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10259,6/15/2020,7,Trucks and Buses,S18_2319,34,99.41,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore
10271,7/20/2020,8,Trucks and Buses,S18_2319,50,100,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10281,8/19/2020,4,Trucks and Buses,S18_2319,48,100,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA
10292,9/8/2020,11,Trucks and Buses,S18_2319,41,100,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA
10305,10/13/2020,8,Trucks and Buses,S18_2319,36,100,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
10313,10/22/2020,2,Trucks and Buses,S18_2319,29,100,Shipped,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada
10324,11/5/2020,10,Trucks and Buses,S18_2319,33,37.48,Shipped,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,10022,USA
10334,11/19/2020,6,Trucks and Buses,S18_2319,46,100,On Hold,"Volvo Model Replicas, Co",Berguvsva gen 8,Lule,,S-958 22,Sweden
10349,12/1/2020,7,Trucks and Buses,S18_2319,38,100,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,NY,10022,USA
10358,12/10/2020,11,Trucks and Buses,S18_2319,20,36.42,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10370,1/20/2021,5,Trucks and Buses,S18_2319,22,100,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,2060,Australia
10383,2/22/2021,11,Trucks and Buses,S18_2319,27,100,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10412,5/3/2021,8,Trucks and Buses,S18_2319,56,98.18,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10425,5/31/2021,7,Trucks and Buses,S18_2319,38,99.41,In Process,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,44000,France
10101,1/9/2019,4,Vintage Cars,S18_2325,25,100,Shipped,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,,60528,Germany
10110,3/18/2019,4,Vintage Cars,S18_2325,33,100,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,,EC2 5NT,UK
10124,5/21/2019,3,Vintage Cars,S18_2325,42,100,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,83030,USA
10149,9/12/2019,8,Vintage Cars,S18_2325,33,100,Shipped,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,CA,94217,USA
10162,10/18/2019,6,Vintage Cars,S18_2325,38,100,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,,USA
10173,11/5/2019,10,Vintage Cars,S18_2325,31,100,Shipped,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10182,11/12/2019,7,Vintage Cars,S18_2325,20,100,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10193,11/21/2019,11,Vintage Cars,S18_2325,44,100,Shipped,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,3150,Australia
10204,12/2/2019,1,Vintage Cars,S18_2325,26,100,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,NY,10022,USA
10214,1/26/2020,4,Vintage Cars,S18_2325,27,100,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,28023,Spain
10227,3/2/2020,7,Vintage Cars,S18_2325,46,100,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,69004,France
10243,4/26/2020,2,Vintage Cars,S18_2325,47,100,Shipped,Diecast Collectables,6251 Ingle Ln.,Boston,MA,51003,USA
10280,8/17/2020,13,Vintage Cars,S18_2325,37,100,Shipped,Amica Models & Co.,Via Monte Bianco 34,Torino,,10100,Italy
10288,9/1/2020,2,Vintage Cars,S18_2325,31,100,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore
10304,10/11/2020,17,Vintage Cars,S18_2325,24,100,Shipped,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,,78000,France
10312,10/21/2020,14,Vintage Cars,S18_2325,31,100,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10322,11/4/2020,6,Vintage Cars,S18_2325,50,100,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,62005,USA
10332,11/17/2020,8,Vintage Cars,S18_2325,35,64.69,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,,EC2 5NT,UK
10344,11/25/2020,3,Vintage Cars,S18_2325,30,100,Shipped,Marseille Mini Autos,"12, rue des Bouchers",Marseille,,13008,France
10356,12/9/2020,3,Vintage Cars,S18_2325,29,100,Shipped,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,75508,France
10367,1/12/2021,5,Vintage Cars,S18_2325,27,100,Resolved,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,90003,USA
10380,2/16/2021,10,Vintage Cars,S18_2325,40,100,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10390,3/4/2021,16,Vintage Cars,S18_2325,31,98.99,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10409,4/23/2021,2,Vintage Cars,S18_2325,6,100,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore
10420,5/29/2021,2,Vintage Cars,S18_2325,45,100,In Process,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia
10103,1/29/2019,2,Trucks and Buses,S18_2432,22,54.09,Shipped,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,4110,Norway
10114,4/1/2019,6,Trucks and Buses,S18_2432,45,68.67,Shipped,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,75012,France
10126,5/28/2019,2,Trucks and Buses,S18_2432,43,65.02,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,28023,Spain
10140,7/24/2019,2,Trucks and Buses,S18_2432,46,61.99,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,94217,USA
10151,9/21/2019,9,Trucks and Buses,S18_2432,39,69.28,Shipped,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,90110,Finland
10165,10/22/2019,18,Trucks and Buses,S18_2432,31,71.1,Shipped,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore
10175,11/6/2019,7,Trucks and Buses,S18_2432,41,69.28,Shipped,"Stylish Desk Decors, Co.",35 King George,London,,WX3 6FW,UK
10184,11/14/2019,12,Trucks and Buses,S18_2432,44,60.16,Shipped,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,,41101,Spain
10194,11/25/2019,2,Trucks and Buses,S18_2432,45,70.49,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,69004,France
10207,12/9/2019,13,Trucks and Buses,S18_2432,37,69.89,Shipped,Diecast Collectables,6251 Ingle Ln.,Boston,MA,51003,USA
10217,2/4/2020,2,Trucks and Buses,S18_2432,35,61.38,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore
10229,3/11/2020,7,Trucks and Buses,S18_2432,28,59.55,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10246,5/5/2020,11,Trucks and Buses,S18_2432,30,61.99,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10259,6/15/2020,10,Trucks and Buses,S18_2432,30,49.22,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore
10271,7/20/2020,11,Trucks and Buses,S18_2432,25,69.28,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10281,8/19/2020,7,Trucks and Buses,S18_2432,29,57.73,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA
10291,9/8/2020,2,Trucks and Buses,S18_2432,26,57.73,Shipped,Scandinavian Gift Ideas,Kergatan 24,Boras,,S-844 67,Sweden
10305,10/13/2020,11,Trucks and Buses,S18_2432,41,53.48,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
10313,10/22/2020,5,Trucks and Buses,S18_2432,34,52.87,Shipped,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada
10322,11/4/2020,11,Trucks and Buses,S18_2432,35,61.21,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,62005,USA
10334,11/19/2020,1,Trucks and Buses,S18_2432,34,61.38,On Hold,"Volvo Model Replicas, Co",Berguvsva gen 8,Lule,,S-958 22,Sweden
10347,11/29/2020,8,Trucks and Buses,S18_2432,50,100,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia
10357,12/10/2020,7,Trucks and Buses,S18_2432,41,61.99,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10370,1/20/2021,7,Trucks and Buses,S18_2432,22,96.86,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,2060,Australia
10381,2/17/2021,7,Trucks and Buses,S18_2432,35,48.62,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,,USA
10391,3/9/2021,5,Trucks and Buses,S18_2432,44,38.5,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,2060,Australia
10412,5/3/2021,11,Trucks and Buses,S18_2432,47,61.99,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10425,5/31/2021,10,Trucks and Buses,S18_2432,19,49.22,In Process,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,44000,France
10106,2/17/2019,2,Planes,S18_2581,34,90.39,Shipped,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10120,4/29/2019,8,Planes,S18_2581,29,71.81,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia
10133,6/27/2019,3,Planes,S18_2581,49,69.27,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10145,8/25/2019,14,Planes,S18_2581,30,85.32,Shipped,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,90003,USA
10168,10/28/2019,9,Planes,S18_2581,21,70.96,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,94217,USA
10210,1/12/2020,7,Planes,S18_2581,50,76.88,Shipped,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan
10223,2/20/2020,9,Planes,S18_2581,47,100,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia
10235,4/2/2020,3,Planes,S18_2581,24,76.03,Shipped,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10250,5/11/2020,4,Planes,S18_2581,27,98.84,Shipped,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,94217,USA
10263,6/28/2020,10,Planes,S18_2581,33,86.17,Shipped,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,97562,USA
10275,7/23/2020,9,Planes,S18_2581,35,90.39,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,44000,France
10284,8/21/2020,1,Planes,S18_2581,31,71.81,Shipped,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway
10297,9/16/2020,4,Planes,S18_2581,25,82.79,Shipped,"Clover Collections, Co.",25 Maiden Lane,Dublin,,2,Ireland
10308,10/15/2020,7,Planes,S18_2581,27,82.79,Shipped,Mini Classics,3758 North Pendale Street,White Plains,NY,24067,USA
10318,11/2/2020,9,Planes,S18_2581,31,100,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA
10327,11/10/2020,8,Planes,S18_2581,45,100,Resolved,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,1734,Denmark
10339,11/23/2020,2,Planes,S18_2581,27,100,Shipped,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan
10353,12/4/2020,1,Planes,S18_2581,27,100,Shipped,Gift Ideas Corp.,2440 Pompton St.,Glendale,CT,97561,USA
10374,2/2/2021,2,Planes,S18_2581,42,69.27,Shipped,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Queensland,4101,Australia
10386,3/1/2021,18,Planes,S18_2581,21,74.77,Resolved,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10398,3/30/2021,15,Planes,S18_2581,34,76.88,Shipped,Reims Collectables,59 rue de l'Abbaye,Reims,,51100,France
10401,4/3/2021,3,Planes,S18_2581,42,76.03,On Hold,Tekni Collectables Inc.,7476 Moss Rd.,Newark,NJ,94019,USA
10416,5/10/2021,4,Planes,S18_2581,15,98.84,Shipped,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10107,2/24/2019,6,Motorcycles,S18_2625,29,70.87,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA
10120,4/29/2019,4,Motorcycles,S18_2625,46,58.15,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia
10134,7/1/2019,6,Motorcycles,S18_2625,30,61.78,Shipped,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,75508,France
10145,8/25/2019,10,Motorcycles,S18_2625,30,49.67,Shipped,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,90003,USA
10159,10/10/2019,18,Motorcycles,S18_2625,42,51.48,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,,USA
10168,10/28/2019,5,Motorcycles,S18_2625,46,61.18,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,94217,USA
10180,11/11/2019,13,Motorcycles,S18_2625,25,64.2,Shipped,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,59000,France
10188,11/18/2019,5,Motorcycles,S18_2625,32,65.42,Shipped,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway
10201,12/1/2019,6,Motorcycles,S18_2625,30,64.81,Shipped,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,,USA
10210,1/12/2020,3,Motorcycles,S18_2625,40,49.67,Shipped,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan
10223,2/20/2020,5,Motorcycles,S18_2625,28,60.57,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia
